"COUNTRY","Country","SERIES","Series","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","USDPPP","In 2021 constant prices at 2021 USD PPPs","2007","2007","USD","US Dollar","0","Units","2021","2021",51049.1432412323,,
"AUS","Australia","USDPPP","In 2021 constant prices at 2021 USD PPPs","2008","2008","USD","US Dollar","0","Units","2021","2021",51375.7399322454,,
"AUS","Australia","USDPPP","In 2021 constant prices at 2021 USD PPPs","2009","2009","USD","US Dollar","0","Units","2021","2021",50884.3098547751,,
"AUS","Australia","USDPPP","In 2021 constant prices at 2021 USD PPPs","2010","2010","USD","US Dollar","0","Units","2021","2021",52645.0632525028,,
"AUS","Australia","USDPPP","In 2021 constant prices at 2021 USD PPPs","2011","2011","USD","US Dollar","0","Units","2021","2021",54341.6321607586,,
"AUS","Australia","USDPPP","In 2021 constant prices at 2021 USD PPPs","2012","2012","USD","US Dollar","0","Units","2021","2021",54693.5327880133,,
"AUS","Australia","USDPPP","In 2021 constant prices at 2021 USD PPPs","2013","2013","USD","US Dollar","0","Units","2021","2021",54493.4287124233,,
"AUS","Australia","USDPPP","In 2021 constant prices at 2021 USD PPPs","2014","2014","USD","US Dollar","0","Units","2021","2021",54958.9983415996,,
"AUS","Australia","USDPPP","In 2021 constant prices at 2021 USD PPPs","2015","2015","USD","US Dollar","0","Units","2021","2021",54594.2877238492,,
"AUS","Australia","USDPPP","In 2021 constant prices at 2021 USD PPPs","2016","2016","USD","US Dollar","0","Units","2021","2021",54708.5463944103,,
"AUS","Australia","USDPPP","In 2021 constant prices at 2021 USD PPPs","2017","2017","USD","US Dollar","0","Units","2021","2021",54446.1871655676,,
"AUS","Australia","USDPPP","In 2021 constant prices at 2021 USD PPPs","2018","2018","USD","US Dollar","0","Units","2021","2021",54585.7361515336,,
"AUS","Australia","USDPPP","In 2021 constant prices at 2021 USD PPPs","2019","2019","USD","US Dollar","0","Units","2021","2021",55170.1593572686,,
"AUS","Australia","USDPPP","In 2021 constant prices at 2021 USD PPPs","2020","2020","USD","US Dollar","0","Units","2021","2021",56454.6426875463,,
"AUS","Australia","USDPPP","In 2021 constant prices at 2021 USD PPPs","2021","2021","USD","US Dollar","0","Units","2021","2021",56599.9299857557,,
"AUT","Austria","USDPPP","In 2021 constant prices at 2021 USD PPPs","1990","1990","USD","US Dollar","0","Units","2021","2021",45313.9720159551,,
"AUT","Austria","USDPPP","In 2021 constant prices at 2021 USD PPPs","1991","1991","USD","US Dollar","0","Units","2021","2021",46730.4228288456,,
"AUT","Austria","USDPPP","In 2021 constant prices at 2021 USD PPPs","1992","1992","USD","US Dollar","0","Units","2021","2021",47671.8701404884,,
"AUT","Austria","USDPPP","In 2021 constant prices at 2021 USD PPPs","1993","1993","USD","US Dollar","0","Units","2021","2021",48060.552615044,,
"AUT","Austria","USDPPP","In 2021 constant prices at 2021 USD PPPs","1994","1994","USD","US Dollar","0","Units","2021","2021",48544.7767393866,,
"AUT","Austria","USDPPP","In 2021 constant prices at 2021 USD PPPs","1995","1995","USD","US Dollar","0","Units","2021","2021",48935.8602311529,,
"AUT","Austria","USDPPP","In 2021 constant prices at 2021 USD PPPs","1996","1996","USD","US Dollar","0","Units","2021","2021",48605.3271945911,,
"AUT","Austria","USDPPP","In 2021 constant prices at 2021 USD PPPs","1997","1997","USD","US Dollar","0","Units","2021","2021",48197.3416417211,,
"AUT","Austria","USDPPP","In 2021 constant prices at 2021 USD PPPs","1998","1998","USD","US Dollar","0","Units","2021","2021",49741.185546168,,
"AUT","Austria","USDPPP","In 2021 constant prices at 2021 USD PPPs","1999","1999","USD","US Dollar","0","Units","2021","2021",50842.5545227083,,
"AUT","Austria","USDPPP","In 2021 constant prices at 2021 USD PPPs","2000","2000","USD","US Dollar","0","Units","2021","2021",51003.6687538745,,
"AUT","Austria","USDPPP","In 2021 constant prices at 2021 USD PPPs","2001","2001","USD","US Dollar","0","Units","2021","2021",50844.0596468737,,
"AUT","Austria","USDPPP","In 2021 constant prices at 2021 USD PPPs","2002","2002","USD","US Dollar","0","Units","2021","2021",51613.8737572224,,
"AUT","Austria","USDPPP","In 2021 constant prices at 2021 USD PPPs","2003","2003","USD","US Dollar","0","Units","2021","2021",51732.5421239379,,
"AUT","Austria","USDPPP","In 2021 constant prices at 2021 USD PPPs","2004","2004","USD","US Dollar","0","Units","2021","2021",52714.6666757652,,
"AUT","Austria","USDPPP","In 2021 constant prices at 2021 USD PPPs","2005","2005","USD","US Dollar","0","Units","2021","2021",52999.3782983738,,
"AUT","Austria","USDPPP","In 2021 constant prices at 2021 USD PPPs","2006","2006","USD","US Dollar","0","Units","2021","2021",53791.255595178,,
"AUT","Austria","USDPPP","In 2021 constant prices at 2021 USD PPPs","2007","2007","USD","US Dollar","0","Units","2021","2021",54099.6936163515,,
"AUT","Austria","USDPPP","In 2021 constant prices at 2021 USD PPPs","2008","2008","USD","US Dollar","0","Units","2021","2021",55008.95643616,,
"AUT","Austria","USDPPP","In 2021 constant prices at 2021 USD PPPs","2009","2009","USD","US Dollar","0","Units","2021","2021",55945.1002116724,,
"AUT","Austria","USDPPP","In 2021 constant prices at 2021 USD PPPs","2010","2010","USD","US Dollar","0","Units","2021","2021",55693.2537677195,,
"AUT","Austria","USDPPP","In 2021 constant prices at 2021 USD PPPs","2011","2011","USD","US Dollar","0","Units","2021","2021",55086.1950141318,,
"AUT","Austria","USDPPP","In 2021 constant prices at 2021 USD PPPs","2012","2012","USD","US Dollar","0","Units","2021","2021",55399.0387275458,,
"AUT","Austria","USDPPP","In 2021 constant prices at 2021 USD PPPs","2013","2013","USD","US Dollar","0","Units","2021","2021",55424.6726991352,,
"AUT","Austria","USDPPP","In 2021 constant prices at 2021 USD PPPs","2014","2014","USD","US Dollar","0","Units","2021","2021",55628.9597328474,,
"AUT","Austria","USDPPP","In 2021 constant prices at 2021 USD PPPs","2015","2015","USD","US Dollar","0","Units","2021","2021",56034.5368994984,,
"AUT","Austria","USDPPP","In 2021 constant prices at 2021 USD PPPs","2016","2016","USD","US Dollar","0","Units","2021","2021",56565.1098080641,,
"AUT","Austria","USDPPP","In 2021 constant prices at 2021 USD PPPs","2017","2017","USD","US Dollar","0","Units","2021","2021",56553.1036411922,,
"AUT","Austria","USDPPP","In 2021 constant prices at 2021 USD PPPs","2018","2018","USD","US Dollar","0","Units","2021","2021",56738.9624275253,,
"AUT","Austria","USDPPP","In 2021 constant prices at 2021 USD PPPs","2019","2019","USD","US Dollar","0","Units","2021","2021",57182.0543713264,,
"AUT","Austria","USDPPP","In 2021 constant prices at 2021 USD PPPs","2020","2020","USD","US Dollar","0","Units","2021","2021",57271.6172207632,,
"AUT","Austria","USDPPP","In 2021 constant prices at 2021 USD PPPs","2021","2021","USD","US Dollar","0","Units","2021","2021",58189.1346866111,,
"BEL","Belgium","USDPPP","In 2021 constant prices at 2021 USD PPPs","1990","1990","USD","US Dollar","0","Units","2021","2021",45493.2909917868,,
"BEL","Belgium","USDPPP","In 2021 constant prices at 2021 USD PPPs","1991","1991","USD","US Dollar","0","Units","2021","2021",47491.7503507172,,
"BEL","Belgium","USDPPP","In 2021 constant prices at 2021 USD PPPs","1992","1992","USD","US Dollar","0","Units","2021","2021",49014.6154879343,,
"BEL","Belgium","USDPPP","In 2021 constant prices at 2021 USD PPPs","1993","1993","USD","US Dollar","0","Units","2021","2021",50044.8267773323,,
"BEL","Belgium","USDPPP","In 2021 constant prices at 2021 USD PPPs","1994","1994","USD","US Dollar","0","Units","2021","2021",51015.7770062858,,
"BEL","Belgium","USDPPP","In 2021 constant prices at 2021 USD PPPs","1995","1995","USD","US Dollar","0","Units","2021","2021",50842.1983374211,,
"BEL","Belgium","USDPPP","In 2021 constant prices at 2021 USD PPPs","1996","1996","USD","US Dollar","0","Units","2021","2021",51479.5811909363,,
"BEL","Belgium","USDPPP","In 2021 constant prices at 2021 USD PPPs","1997","1997","USD","US Dollar","0","Units","2021","2021",52136.0073666382,,
"BEL","Belgium","USDPPP","In 2021 constant prices at 2021 USD PPPs","1998","1998","USD","US Dollar","0","Units","2021","2021",52167.2766415632,,
"BEL","Belgium","USDPPP","In 2021 constant prices at 2021 USD PPPs","1999","1999","USD","US Dollar","0","Units","2021","2021",55075.0151581003,,
"BEL","Belgium","USDPPP","In 2021 constant prices at 2021 USD PPPs","2000","2000","USD","US Dollar","0","Units","2021","2021",54577.6273525136,,
"BEL","Belgium","USDPPP","In 2021 constant prices at 2021 USD PPPs","2001","2001","USD","US Dollar","0","Units","2021","2021",54743.9600900518,,
"BEL","Belgium","USDPPP","In 2021 constant prices at 2021 USD PPPs","2002","2002","USD","US Dollar","0","Units","2021","2021",56157.2435543636,,
"BEL","Belgium","USDPPP","In 2021 constant prices at 2021 USD PPPs","2003","2003","USD","US Dollar","0","Units","2021","2021",56491.9959086071,,
"BEL","Belgium","USDPPP","In 2021 constant prices at 2021 USD PPPs","2004","2004","USD","US Dollar","0","Units","2021","2021",56195.6843234927,,
"BEL","Belgium","USDPPP","In 2021 constant prices at 2021 USD PPPs","2005","2005","USD","US Dollar","0","Units","2021","2021",55662.2154129004,,
"BEL","Belgium","USDPPP","In 2021 constant prices at 2021 USD PPPs","2006","2006","USD","US Dollar","0","Units","2021","2021",56040.3524312115,,
"BEL","Belgium","USDPPP","In 2021 constant prices at 2021 USD PPPs","2007","2007","USD","US Dollar","0","Units","2021","2021",55936.3807418131,,
"BEL","Belgium","USDPPP","In 2021 constant prices at 2021 USD PPPs","2008","2008","USD","US Dollar","0","Units","2021","2021",56177.7608301146,,
"BEL","Belgium","USDPPP","In 2021 constant prices at 2021 USD PPPs","2009","2009","USD","US Dollar","0","Units","2021","2021",56960.7291900123,,
"BEL","Belgium","USDPPP","In 2021 constant prices at 2021 USD PPPs","2010","2010","USD","US Dollar","0","Units","2021","2021",56697.0102359022,,
"BEL","Belgium","USDPPP","In 2021 constant prices at 2021 USD PPPs","2011","2011","USD","US Dollar","0","Units","2021","2021",57277.8636023361,,
"BEL","Belgium","USDPPP","In 2021 constant prices at 2021 USD PPPs","2012","2012","USD","US Dollar","0","Units","2021","2021",57740.9047749979,,
"BEL","Belgium","USDPPP","In 2021 constant prices at 2021 USD PPPs","2013","2013","USD","US Dollar","0","Units","2021","2021",58312.8064794932,,
"BEL","Belgium","USDPPP","In 2021 constant prices at 2021 USD PPPs","2014","2014","USD","US Dollar","0","Units","2021","2021",58637.190215588,,
"BEL","Belgium","USDPPP","In 2021 constant prices at 2021 USD PPPs","2015","2015","USD","US Dollar","0","Units","2021","2021",58239.5851322215,,
"BEL","Belgium","USDPPP","In 2021 constant prices at 2021 USD PPPs","2016","2016","USD","US Dollar","0","Units","2021","2021",58364.7213975469,,
"BEL","Belgium","USDPPP","In 2021 constant prices at 2021 USD PPPs","2017","2017","USD","US Dollar","0","Units","2021","2021",57956.7749506732,,
"BEL","Belgium","USDPPP","In 2021 constant prices at 2021 USD PPPs","2018","2018","USD","US Dollar","0","Units","2021","2021",58270.1110053084,,
"BEL","Belgium","USDPPP","In 2021 constant prices at 2021 USD PPPs","2019","2019","USD","US Dollar","0","Units","2021","2021",58841.9236167908,,
"BEL","Belgium","USDPPP","In 2021 constant prices at 2021 USD PPPs","2020","2020","USD","US Dollar","0","Units","2021","2021",57271.7218967191,,
"BEL","Belgium","USDPPP","In 2021 constant prices at 2021 USD PPPs","2021","2021","USD","US Dollar","0","Units","2021","2021",59100.1809372088,,
"CAN","Canada","USDPPP","In 2021 constant prices at 2021 USD PPPs","1990","1990","USD","US Dollar","0","Units","2021","2021",40517.1882340755,,
"CAN","Canada","USDPPP","In 2021 constant prices at 2021 USD PPPs","1991","1991","USD","US Dollar","0","Units","2021","2021",40669.7659905388,,
"CAN","Canada","USDPPP","In 2021 constant prices at 2021 USD PPPs","1992","1992","USD","US Dollar","0","Units","2021","2021",41263.7112722664,,
"CAN","Canada","USDPPP","In 2021 constant prices at 2021 USD PPPs","1993","1993","USD","US Dollar","0","Units","2021","2021",41174.3873216009,,
"CAN","Canada","USDPPP","In 2021 constant prices at 2021 USD PPPs","1994","1994","USD","US Dollar","0","Units","2021","2021",40706.0709612304,,
"CAN","Canada","USDPPP","In 2021 constant prices at 2021 USD PPPs","1995","1995","USD","US Dollar","0","Units","2021","2021",40614.9814694373,,
"CAN","Canada","USDPPP","In 2021 constant prices at 2021 USD PPPs","1996","1996","USD","US Dollar","0","Units","2021","2021",40975.3558931413,,
"CAN","Canada","USDPPP","In 2021 constant prices at 2021 USD PPPs","1997","1997","USD","US Dollar","0","Units","2021","2021",42229.8493768496,,
"CAN","Canada","USDPPP","In 2021 constant prices at 2021 USD PPPs","1998","1998","USD","US Dollar","0","Units","2021","2021",42938.6744567879,,
"CAN","Canada","USDPPP","In 2021 constant prices at 2021 USD PPPs","1999","1999","USD","US Dollar","0","Units","2021","2021",43287.6272809274,,
"CAN","Canada","USDPPP","In 2021 constant prices at 2021 USD PPPs","2000","2000","USD","US Dollar","0","Units","2021","2021",44600.0524229853,,
"CAN","Canada","USDPPP","In 2021 constant prices at 2021 USD PPPs","2001","2001","USD","US Dollar","0","Units","2021","2021",44416.8123091387,,
"CAN","Canada","USDPPP","In 2021 constant prices at 2021 USD PPPs","2002","2002","USD","US Dollar","0","Units","2021","2021",44046.7611259154,,
"CAN","Canada","USDPPP","In 2021 constant prices at 2021 USD PPPs","2003","2003","USD","US Dollar","0","Units","2021","2021",44065.7697375825,,
"CAN","Canada","USDPPP","In 2021 constant prices at 2021 USD PPPs","2004","2004","USD","US Dollar","0","Units","2021","2021",45034.6151411603,,
"CAN","Canada","USDPPP","In 2021 constant prices at 2021 USD PPPs","2005","2005","USD","US Dollar","0","Units","2021","2021",46335.0850839863,,
"CAN","Canada","USDPPP","In 2021 constant prices at 2021 USD PPPs","2006","2006","USD","US Dollar","0","Units","2021","2021",47753.6561632973,,
"CAN","Canada","USDPPP","In 2021 constant prices at 2021 USD PPPs","2007","2007","USD","US Dollar","0","Units","2021","2021",49148.1701669313,,
"CAN","Canada","USDPPP","In 2021 constant prices at 2021 USD PPPs","2008","2008","USD","US Dollar","0","Units","2021","2021",49993.0185989938,,
"CAN","Canada","USDPPP","In 2021 constant prices at 2021 USD PPPs","2009","2009","USD","US Dollar","0","Units","2021","2021",50434.2494411984,,
"CAN","Canada","USDPPP","In 2021 constant prices at 2021 USD PPPs","2010","2010","USD","US Dollar","0","Units","2021","2021",50581.8930838186,,
"CAN","Canada","USDPPP","In 2021 constant prices at 2021 USD PPPs","2011","2011","USD","US Dollar","0","Units","2021","2021",51075.2308168078,,
"CAN","Canada","USDPPP","In 2021 constant prices at 2021 USD PPPs","2012","2012","USD","US Dollar","0","Units","2021","2021",51861.2601212403,,
"CAN","Canada","USDPPP","In 2021 constant prices at 2021 USD PPPs","2013","2013","USD","US Dollar","0","Units","2021","2021",52502.7340359639,,
"CAN","Canada","USDPPP","In 2021 constant prices at 2021 USD PPPs","2014","2014","USD","US Dollar","0","Units","2021","2021",53142.8807996714,,
"CAN","Canada","USDPPP","In 2021 constant prices at 2021 USD PPPs","2015","2015","USD","US Dollar","0","Units","2021","2021",53558.1531815747,,
"CAN","Canada","USDPPP","In 2021 constant prices at 2021 USD PPPs","2016","2016","USD","US Dollar","0","Units","2021","2021",52599.446320119,,
"CAN","Canada","USDPPP","In 2021 constant prices at 2021 USD PPPs","2017","2017","USD","US Dollar","0","Units","2021","2021",53353.3727685498,,
"CAN","Canada","USDPPP","In 2021 constant prices at 2021 USD PPPs","2018","2018","USD","US Dollar","0","Units","2021","2021",54325.0894683998,,
"CAN","Canada","USDPPP","In 2021 constant prices at 2021 USD PPPs","2019","2019","USD","US Dollar","0","Units","2021","2021",54606.6993038817,,
"CAN","Canada","USDPPP","In 2021 constant prices at 2021 USD PPPs","2020","2020","USD","US Dollar","0","Units","2021","2021",56176.8355601337,,
"CAN","Canada","USDPPP","In 2021 constant prices at 2021 USD PPPs","2021","2021","USD","US Dollar","0","Units","2021","2021",56005.6171359754,,
"CZE","Czech Republic","USDPPP","In 2021 constant prices at 2021 USD PPPs","1995","1995","USD","US Dollar","0","Units","2021","2021",14386.1655108093,,
"CZE","Czech Republic","USDPPP","In 2021 constant prices at 2021 USD PPPs","1996","1996","USD","US Dollar","0","Units","2021","2021",15866.0244423413,,
"CZE","Czech Republic","USDPPP","In 2021 constant prices at 2021 USD PPPs","1997","1997","USD","US Dollar","0","Units","2021","2021",16113.8854427993,,
"CZE","Czech Republic","USDPPP","In 2021 constant prices at 2021 USD PPPs","1998","1998","USD","US Dollar","0","Units","2021","2021",16110.9571513406,,
"CZE","Czech Republic","USDPPP","In 2021 constant prices at 2021 USD PPPs","1999","1999","USD","US Dollar","0","Units","2021","2021",16751.5436413406,,
"CZE","Czech Republic","USDPPP","In 2021 constant prices at 2021 USD PPPs","2000","2000","USD","US Dollar","0","Units","2021","2021",17381.0578327063,,
"CZE","Czech Republic","USDPPP","In 2021 constant prices at 2021 USD PPPs","2001","2001","USD","US Dollar","0","Units","2021","2021",18277.4420913387,,
"CZE","Czech Republic","USDPPP","In 2021 constant prices at 2021 USD PPPs","2002","2002","USD","US Dollar","0","Units","2021","2021",19382.8074543462,,
"CZE","Czech Republic","USDPPP","In 2021 constant prices at 2021 USD PPPs","2003","2003","USD","US Dollar","0","Units","2021","2021",20860.7182149352,,
"CZE","Czech Republic","USDPPP","In 2021 constant prices at 2021 USD PPPs","2004","2004","USD","US Dollar","0","Units","2021","2021",21799.9169008062,,
"CZE","Czech Republic","USDPPP","In 2021 constant prices at 2021 USD PPPs","2005","2005","USD","US Dollar","0","Units","2021","2021",22440.746354952,,
"CZE","Czech Republic","USDPPP","In 2021 constant prices at 2021 USD PPPs","2006","2006","USD","US Dollar","0","Units","2021","2021",23340.1988371658,,
"CZE","Czech Republic","USDPPP","In 2021 constant prices at 2021 USD PPPs","2007","2007","USD","US Dollar","0","Units","2021","2021",24036.7678543414,,
"CZE","Czech Republic","USDPPP","In 2021 constant prices at 2021 USD PPPs","2008","2008","USD","US Dollar","0","Units","2021","2021",24165.3464422356,,
"CZE","Czech Republic","USDPPP","In 2021 constant prices at 2021 USD PPPs","2009","2009","USD","US Dollar","0","Units","2021","2021",24068.5788935786,,
"CZE","Czech Republic","USDPPP","In 2021 constant prices at 2021 USD PPPs","2010","2010","USD","US Dollar","0","Units","2021","2021",24808.3144747498,,
"CZE","Czech Republic","USDPPP","In 2021 constant prices at 2021 USD PPPs","2011","2011","USD","US Dollar","0","Units","2021","2021",25010.4642180162,,
"CZE","Czech Republic","USDPPP","In 2021 constant prices at 2021 USD PPPs","2012","2012","USD","US Dollar","0","Units","2021","2021",25056.2619912968,,
"CZE","Czech Republic","USDPPP","In 2021 constant prices at 2021 USD PPPs","2013","2013","USD","US Dollar","0","Units","2021","2021",24900.0481577341,,
"CZE","Czech Republic","USDPPP","In 2021 constant prices at 2021 USD PPPs","2014","2014","USD","US Dollar","0","Units","2021","2021",25425.1745235874,,
"CZE","Czech Republic","USDPPP","In 2021 constant prices at 2021 USD PPPs","2015","2015","USD","US Dollar","0","Units","2021","2021",26172.8581631554,,
"CZE","Czech Republic","USDPPP","In 2021 constant prices at 2021 USD PPPs","2016","2016","USD","US Dollar","0","Units","2021","2021",27097.1678035338,,
"CZE","Czech Republic","USDPPP","In 2021 constant prices at 2021 USD PPPs","2017","2017","USD","US Dollar","0","Units","2021","2021",28482.1251018999,,
"CZE","Czech Republic","USDPPP","In 2021 constant prices at 2021 USD PPPs","2018","2018","USD","US Dollar","0","Units","2021","2021",29990.7006930927,,
"CZE","Czech Republic","USDPPP","In 2021 constant prices at 2021 USD PPPs","2019","2019","USD","US Dollar","0","Units","2021","2021",31236.4530088112,,
"CZE","Czech Republic","USDPPP","In 2021 constant prices at 2021 USD PPPs","2020","2020","USD","US Dollar","0","Units","2021","2021",30912.1625160037,,
"CZE","Czech Republic","USDPPP","In 2021 constant prices at 2021 USD PPPs","2021","2021","USD","US Dollar","0","Units","2021","2021",31710.8968644062,,
"DNK","Denmark","USDPPP","In 2021 constant prices at 2021 USD PPPs","1990","1990","USD","US Dollar","0","Units","2021","2021",43551.7671602509,,
"DNK","Denmark","USDPPP","In 2021 constant prices at 2021 USD PPPs","1991","1991","USD","US Dollar","0","Units","2021","2021",43783.1719880398,,
"DNK","Denmark","USDPPP","In 2021 constant prices at 2021 USD PPPs","1992","1992","USD","US Dollar","0","Units","2021","2021",45258.4231269226,,
"DNK","Denmark","USDPPP","In 2021 constant prices at 2021 USD PPPs","1993","1993","USD","US Dollar","0","Units","2021","2021",45759.2741216434,,
"DNK","Denmark","USDPPP","In 2021 constant prices at 2021 USD PPPs","1994","1994","USD","US Dollar","0","Units","2021","2021",44168.2043458637,,
"DNK","Denmark","USDPPP","In 2021 constant prices at 2021 USD PPPs","1995","1995","USD","US Dollar","0","Units","2021","2021",45111.638966759,,
"DNK","Denmark","USDPPP","In 2021 constant prices at 2021 USD PPPs","1996","1996","USD","US Dollar","0","Units","2021","2021",45930.2740171816,,
"DNK","Denmark","USDPPP","In 2021 constant prices at 2021 USD PPPs","1997","1997","USD","US Dollar","0","Units","2021","2021",46664.6963376111,,
"DNK","Denmark","USDPPP","In 2021 constant prices at 2021 USD PPPs","1998","1998","USD","US Dollar","0","Units","2021","2021",47481.1282889193,,
"DNK","Denmark","USDPPP","In 2021 constant prices at 2021 USD PPPs","1999","1999","USD","US Dollar","0","Units","2021","2021",48038.973289917,,
"DNK","Denmark","USDPPP","In 2021 constant prices at 2021 USD PPPs","2000","2000","USD","US Dollar","0","Units","2021","2021",47994.6178006955,,
"DNK","Denmark","USDPPP","In 2021 constant prices at 2021 USD PPPs","2001","2001","USD","US Dollar","0","Units","2021","2021",48280.4436264319,,
"DNK","Denmark","USDPPP","In 2021 constant prices at 2021 USD PPPs","2002","2002","USD","US Dollar","0","Units","2021","2021",49379.9115710942,,
"DNK","Denmark","USDPPP","In 2021 constant prices at 2021 USD PPPs","2003","2003","USD","US Dollar","0","Units","2021","2021",50598.6456254605,,
"DNK","Denmark","USDPPP","In 2021 constant prices at 2021 USD PPPs","2004","2004","USD","US Dollar","0","Units","2021","2021",51724.7774540012,,
"DNK","Denmark","USDPPP","In 2021 constant prices at 2021 USD PPPs","2005","2005","USD","US Dollar","0","Units","2021","2021",52618.2949477389,,
"DNK","Denmark","USDPPP","In 2021 constant prices at 2021 USD PPPs","2006","2006","USD","US Dollar","0","Units","2021","2021",53504.7617043668,,
"DNK","Denmark","USDPPP","In 2021 constant prices at 2021 USD PPPs","2007","2007","USD","US Dollar","0","Units","2021","2021",54101.2626964787,,
"DNK","Denmark","USDPPP","In 2021 constant prices at 2021 USD PPPs","2008","2008","USD","US Dollar","0","Units","2021","2021",54817.4594178387,,
"DNK","Denmark","USDPPP","In 2021 constant prices at 2021 USD PPPs","2009","2009","USD","US Dollar","0","Units","2021","2021",56145.4717378729,,
"DNK","Denmark","USDPPP","In 2021 constant prices at 2021 USD PPPs","2010","2010","USD","US Dollar","0","Units","2021","2021",56776.1761976908,,
"DNK","Denmark","USDPPP","In 2021 constant prices at 2021 USD PPPs","2011","2011","USD","US Dollar","0","Units","2021","2021",56477.1803458519,,
"DNK","Denmark","USDPPP","In 2021 constant prices at 2021 USD PPPs","2012","2012","USD","US Dollar","0","Units","2021","2021",56392.8645626898,,
"DNK","Denmark","USDPPP","In 2021 constant prices at 2021 USD PPPs","2013","2013","USD","US Dollar","0","Units","2021","2021",56786.7481302489,,
"DNK","Denmark","USDPPP","In 2021 constant prices at 2021 USD PPPs","2014","2014","USD","US Dollar","0","Units","2021","2021",57870.4063990248,,
"DNK","Denmark","USDPPP","In 2021 constant prices at 2021 USD PPPs","2015","2015","USD","US Dollar","0","Units","2021","2021",58890.2336522565,,
"DNK","Denmark","USDPPP","In 2021 constant prices at 2021 USD PPPs","2016","2016","USD","US Dollar","0","Units","2021","2021",58879.1412728563,,
"DNK","Denmark","USDPPP","In 2021 constant prices at 2021 USD PPPs","2017","2017","USD","US Dollar","0","Units","2021","2021",59219.7467028765,,
"DNK","Denmark","USDPPP","In 2021 constant prices at 2021 USD PPPs","2018","2018","USD","US Dollar","0","Units","2021","2021",59730.5765454995,,
"DNK","Denmark","USDPPP","In 2021 constant prices at 2021 USD PPPs","2019","2019","USD","US Dollar","0","Units","2021","2021",60264.9076732623,,
"DNK","Denmark","USDPPP","In 2021 constant prices at 2021 USD PPPs","2020","2020","USD","US Dollar","0","Units","2021","2021",60984.2427222411,,
"DNK","Denmark","USDPPP","In 2021 constant prices at 2021 USD PPPs","2021","2021","USD","US Dollar","0","Units","2021","2021",61330.7713424836,,
"FIN","Finland","USDPPP","In 2021 constant prices at 2021 USD PPPs","1990","1990","USD","US Dollar","0","Units","2021","2021",36444.4000231351,,
"FIN","Finland","USDPPP","In 2021 constant prices at 2021 USD PPPs","1991","1991","USD","US Dollar","0","Units","2021","2021",36879.5650236566,,
"FIN","Finland","USDPPP","In 2021 constant prices at 2021 USD PPPs","1992","1992","USD","US Dollar","0","Units","2021","2021",36322.4634094598,,
