"LOCATION","Country","TRANSACT","Transaction","ACTIVITY","Activity","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FIN","Finland","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1995","1995","PER","Persons","3","Thousands",,,5107.8,,
"FIN","Finland","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1996","1996","PER","Persons","3","Thousands",,,5124.6,,
"FIN","Finland","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1997","1997","PER","Persons","3","Thousands",,,5139.8,,
"FIN","Finland","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1998","1998","PER","Persons","3","Thousands",,,5153.5,,
"FIN","Finland","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1999","1999","PER","Persons","3","Thousands",,,5165.5,,
"FIN","Finland","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2000","2000","PER","Persons","3","Thousands",,,5176.2,,
"FIN","Finland","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2001","2001","PER","Persons","3","Thousands",,,5188,,
"FIN","Finland","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2002","2002","PER","Persons","3","Thousands",,,5200.6,,
"FIN","Finland","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2003","2003","PER","Persons","3","Thousands",,,5213,,
"FIN","Finland","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2004","2004","PER","Persons","3","Thousands",,,5228.2,,
"FIN","Finland","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2005","2005","PER","Persons","3","Thousands",,,5246.1,,
"FIN","Finland","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2006","2006","PER","Persons","3","Thousands",,,5266.3,,
"FIN","Finland","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2007","2007","PER","Persons","3","Thousands",,,5288.7,,
"FIN","Finland","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2008","2008","PER","Persons","3","Thousands",,,5313.4,,
"FIN","Finland","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2009","2009","PER","Persons","3","Thousands",,,5338.9,,
"FIN","Finland","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2010","2010","PER","Persons","3","Thousands",,,5363.4,,
"FIN","Finland","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2011","2011","PER","Persons","3","Thousands",,,5388.3,,
"FIN","Finland","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2012","2012","PER","Persons","3","Thousands",,,5414,,
"FIN","Finland","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2013","2013","PER","Persons","3","Thousands",,,5439,,
"FIN","Finland","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2014","2014","PER","Persons","3","Thousands",,,5462.5,,
"FIN","Finland","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2015","2015","PER","Persons","3","Thousands",,,5480.5,,
"FIN","Finland","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2016","2016","PER","Persons","3","Thousands",,,5495.3,,
"FIN","Finland","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2017","2017","PER","Persons","3","Thousands",,,5508.2,,
"FIN","Finland","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2018","2018","PER","Persons","3","Thousands",,,5516.2,,
"FIN","Finland","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2019","2019","PER","Persons","3","Thousands",,,5521.6,,
"FIN","Finland","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2020","2020","PER","Persons","3","Thousands",,,5530.7,,
"FIN","Finland","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2021","2021","PER","Persons","3","Thousands",,,5541.5,,
"FRA","France","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1990","1990","PER","Persons","3","Thousands",,,58256,,
"FRA","France","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1991","1991","PER","Persons","3","Thousands",,,58548,,
"FRA","France","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1992","1992","PER","Persons","3","Thousands",,,58839,,
"FRA","France","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1993","1993","PER","Persons","3","Thousands",,,59095,,
"FRA","France","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1994","1994","PER","Persons","3","Thousands",,,59315,,
"FRA","France","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1995","1995","PER","Persons","3","Thousands",,,59530,,
"FRA","France","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1996","1996","PER","Persons","3","Thousands",,,59742,,
"FRA","France","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1997","1997","PER","Persons","3","Thousands",,,59955,,
"FRA","France","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1998","1998","PER","Persons","3","Thousands",,,60176,,
"FRA","France","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1999","1999","PER","Persons","3","Thousands",,,60487,,
"FRA","France","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2000","2000","PER","Persons","3","Thousands",,,60903,,
"FRA","France","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2001","2001","PER","Persons","3","Thousands",,,61348,,
"FRA","France","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2002","2002","PER","Persons","3","Thousands",,,61796,,
"FRA","France","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2003","2003","PER","Persons","3","Thousands",,,62235,,
"FRA","France","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2004","2004","PER","Persons","3","Thousands",,,62695,,
"FRA","France","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2005","2005","PER","Persons","3","Thousands",,,63168,,
"FRA","France","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2006","2006","PER","Persons","3","Thousands",,,63609,,
"FRA","France","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2007","2007","PER","Persons","3","Thousands",,,64003,,
"FRA","France","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2008","2008","PER","Persons","3","Thousands",,,64361,,
"FRA","France","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2009","2009","PER","Persons","3","Thousands",,,64692,,
"FRA","France","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2010","2010","PER","Persons","3","Thousands",,,65011,,
"FRA","France","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2011","2011","PER","Persons","3","Thousands",,,65330,,
"FRA","France","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2012","2012","PER","Persons","3","Thousands",,,65651,,
"FRA","France","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2013","2013","PER","Persons","3","Thousands",,,65991,,
"FRA","France","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2014","2014","PER","Persons","3","Thousands",,,66312,,
"FRA","France","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2015","2015","PER","Persons","3","Thousands",,,66581,,
"FRA","France","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2016","2016","PER","Persons","3","Thousands",,,66831,,
"FRA","France","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2017","2017","PER","Persons","3","Thousands",,,67116,,
"FRA","France","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2018","2018","PER","Persons","3","Thousands",,,67449,,
"FRA","France","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2019","2019","PER","Persons","3","Thousands",,,67762,"P","Provisional value"
"FRA","France","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2020","2020","PER","Persons","3","Thousands",,,68004,"P","Provisional value"
"FRA","France","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2021","2021","PER","Persons","3","Thousands",,,68217,,
"DEU","Germany","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1990","1990","PER","Persons","3","Thousands",,,79364,,
"DEU","Germany","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1991","1991","PER","Persons","3","Thousands",,,79973,,
"DEU","Germany","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1992","1992","PER","Persons","3","Thousands",,,80500,,
"DEU","Germany","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1993","1993","PER","Persons","3","Thousands",,,80946,,
"DEU","Germany","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1994","1994","PER","Persons","3","Thousands",,,81147,,
"DEU","Germany","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1995","1995","PER","Persons","3","Thousands",,,81308,,
"DEU","Germany","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1996","1996","PER","Persons","3","Thousands",,,81466,,
"DEU","Germany","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1997","1997","PER","Persons","3","Thousands",,,81510,,
"DEU","Germany","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1998","1998","PER","Persons","3","Thousands",,,81446,,
"DEU","Germany","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","1999","1999","PER","Persons","3","Thousands",,,81422,,
"DEU","Germany","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2000","2000","PER","Persons","3","Thousands",,,81457,,
"DEU","Germany","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2001","2001","PER","Persons","3","Thousands",,,81517,,
"DEU","Germany","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2002","2002","PER","Persons","3","Thousands",,,81578,,
"DEU","Germany","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2003","2003","PER","Persons","3","Thousands",,,81549,,
"DEU","Germany","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2004","2004","PER","Persons","3","Thousands",,,81456,,
"DEU","Germany","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2005","2005","PER","Persons","3","Thousands",,,81337,,
"DEU","Germany","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2006","2006","PER","Persons","3","Thousands",,,81173,,
"DEU","Germany","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2007","2007","PER","Persons","3","Thousands",,,80992,,
"DEU","Germany","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2008","2008","PER","Persons","3","Thousands",,,80764,,
"DEU","Germany","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2009","2009","PER","Persons","3","Thousands",,,80483,,
"DEU","Germany","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2010","2010","PER","Persons","3","Thousands",,,80284,,
"DEU","Germany","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2011","2011","PER","Persons","3","Thousands",,,80275,,
"DEU","Germany","POPNC","Total population, national concept","VTOT","Total activity","PER","Persons","2012","2012","PER","Persons","3","Thousands",,,80426,,
