time,ym,indmc,uib,numD,numDfull,numDpart,numE,numEfull,numEpart,matched,matchedfull,matchedpart,EXIT,EXITfull,EXITpart,hour,wage_tot,prod,E9,hourfull,hourpart,wage_totfull,wage_totpart,hire,hirefull,hirepart,left,leftfull,leftpart
2021. 12,743,10,8983,275468,247193,27101,5111,4669,442,14060,6385,7675,15855,6965,8889,182.7,3076622,118.2,8822,186.5,126.7,3185601,1457298,13566,5915,7651,6564,5480,1083
2022. 01,744,10,,274069,246750,26253,5478,5051,427,18571,8575,9995,19861,8539,11322,,,,8864,,,,,13566,5915,7651,6564,5480,1083
2009. 06,593,11,,14650,13250,1400,114,92,22,394,150,244,523,197,326,,,85.058,,,,,,393,149,244,198,171,27
2009. 07,594,11,,14729,13260,1468,114,99,15,740,255,485,661,248,413,,,86.266,,,,,,679,205,474,209,161,48
2009. 08,595,11,,14693,13269,1393,103,65,38,286,182,105,353,175,177,,,84.717,,,,,,285,180,105,160,110,50
2009. 09,596,11,,14758,13324,1420,101,80,21,301,174,126,219,112,107,,,84.089,,,,,,274,148,126,107,81,26
2009. 10,597,11,,14751,13368,1368,112,74,37,429,158,272,437,123,314,,,82.237,,,,,,370,98,272,104,74,29
2009. 11,598,11,,14744,13339,1404,46,34,13,1001,162,839,993,171,822,,,79.417,,,,,,997,157,839,163,90,72
2009. 12,599,11,,14694,13301,1393,59,42,17,311,142,170,361,197,165,,,79.181,,,,,,301,131,170,175,129,46
2010. 01,600,11,,14851,13339,1512,105,71,34,1340,133,1207,1183,196,987,,,80.991,,,,,,1296,89,1207,149,102,47
2010. 02,601,11,,14702,13387,1315,135,70,65,955,130,825,1104,175,929,,,87.011,,,,,,920,96,825,285,151,134
2010. 03,602,11,,14832,13464,1368,261,184,77,643,172,472,513,170,343,,,88.215,,,,,,626,155,472,180,129,52
2010. 04,603,11,,14857,13537,1320,146,121,25,405,177,228,380,172,208,,,86.318,,,,,,395,167,228,232,137,95
2010. 05,604,11,,14844,13601,1243,200,144,56,708,171,537,721,218,504,,,88.081,,,,,,691,153,537,173,112,61
2010. 06,605,11,,14937,13576,1361,122,114,7,999,163,836,906,225,681,,,88.724,,,,,,969,133,836,192,169,23
2010. 07,606,11,,15090,13608,1482,127,124,3,1002,233,768,849,171,678,,,86.334,,,,,,974,205,768,178,136,42
2010. 08,607,11,,14977,13596,1381,209,206,3,693,100,593,806,149,657,,,87.405,,,,,,686,93,593,199,110,89
2010. 09,608,11,,15037,13632,1405,167,123,44,557,154,403,497,124,373,,,89.007,,,,,,550,147,403,181,114,67
2010. 10,609,11,,15162,13862,1300,99,96,3,1583,397,1186,1458,214,1244,,,90.117,,,,,,1505,322,1183,315,188,126
2010. 11,610,11,,15313,14002,1311,71,43,28,777,229,549,626,144,482,,,90.233,,,,,,713,164,549,188,110,78
2010. 12,611,11,,14940,13590,1286,59,56,3,1704,203,1501,2141,204,1936,,,94.944,,,,,,1650,149,1501,273,149,124
2011. 01,612,11,,14256,12976,1236,84,71,14,2460,300,2160,3124,379,2745,198.1,3633851,92.473,,202.4,149.8,3861697,1075052,2416,257,2160,221,165,56
2011. 02,613,11,,14336,13138,1198,64,27,37,671,210,461,547,115,432,166.6,3876543,90.595,,169.6,134.5,4139366,1006437,620,172,448,217,94,123
2011. 03,614,11,,14551,13259,1292,52,49,3,728,191,537,513,182,331,198.2,2876109,95.504,,203.4,134,3035665,891849,707,170,537,219,158,61
2011. 04,615,11,,14736,13330,1406,112,62,49,1251,275,977,1066,225,841,197.8,3281433,88.131,,202.9,155.3,3558004,973692,1230,256,973,211,139,72
2011. 05,616,11,,14802,13441,1361,80,67,12,1020,286,735,954,172,782,192.6,2768955,87.89,,196.6,161.9,2960854,1290351,998,264,735,203,136,67
2011. 06,617,11,,14965,13513,1452,63,60,3,1107,152,955,944,161,783,198.5,3286254,91.654,,203.6,164.3,3614158,1112276,1082,127,955,535,125,410
2011. 07,618,11,,15056,13633,1423,74,70,3,967,180,787,876,150,726,199,2900574,93.552,,202,181.1,3177730,1216366,931,145,787,223,116,107
2011. 08,619,11,,14987,13633,1354,76,74,2,764,175,589,833,214,619,199.3,3474409,90.192,,202.7,169.3,3732677,1208173,731,147,584,223,153,70
2011. 09,620,11,,14896,13710,1186,117,98,18,849,170,679,940,133,807,183.9,3504666,91.567,,188.8,141.9,3782484,1102604,818,139,679,225,106,119
2011. 10,621,11,,14836,13735,1101,147,120,27,1103,259,843,1163,184,979,186.9,3315018,87.835,,190.5,154,3535578,1282151,1052,208,843,254,161,93
2011. 11,622,11,,14794,13622,1172,132,106,27,1084,115,969,1126,232,894,195.3,2777691,97.889,,201.7,136.8,2968296,1046496,1051,82,969,294,211,82
2011. 12,623,11,,14949,13694,1255,128,102,27,1010,266,744,855,223,632,194.9,3547224,87.154,,200,142.5,3781367,1127421,974,230,744,229,113,116
2012. 01,624,11,,14751,13585,1166,144,117,27,1286,193,1093,1484,305,1178,184.5,3711103,90.358,,189.2,125,3923097,1027049,1239,146,1093,270,212,58
2012. 02,625,11,,14774,13785,989,124,96,28,502,303,199,479,202,277,190.3,3992576,92.793,,192.8,144.9,4156767,1083701,419,229,191,280,125,155
2012. 03,626,11,,14897,13864,1033,114,85,29,452,177,275,329,177,152,190.8,3154438,93.357,,194.5,148.7,3336091,1057738,437,162,275,179,142,38
2012. 04,627,11,,14794,13882,912,98,79,19,604,129,475,707,166,541,189.9,3826642,94.081,,195.5,134.6,4114121,1010706,584,109,475,360,135,225
2012. 05,628,11,,14912,13856,1056,97,67,30,542,94,448,424,237,187,199.1,3002050,100.688,,201.3,175.8,3169394,1257860,532,83,448,271,149,122
2012. 06,629,11,,15022,13905,1117,70,51,20,596,150,446,486,164,323,195,3549425,96.416,,196.7,178.9,3769473,1431450,582,136,446,388,129,260
2012. 07,630,11,,15210,13950,1260,121,103,18,662,163,499,474,188,286,202.7,3138219,98.233,,206.3,161.1,3305100,1240936,634,135,499,274,143,131
2012. 08,631,11,,15117,13983,1134,147,90,57,452,169,283,545,204,341,197.2,3740503,94.85,,203.2,130.3,3981399,1037784,427,144,283,293,152,141
2012. 09,632,11,,15101,14061,1040,105,101,3,384,125,260,400,183,217,189.3,3878086,95.934,,194.4,125,4097388,1128261,353,93,260,204,142,61
2012. 10,633,11,,15076,14238,838,147,118,29,399,183,216,424,89,335,190.5,3631385,95.428,,192.5,153.6,3753822,1288515,349,133,216,102,66,36
2012. 11,634,11,,15160,14256,904,108,104,3,392,129,263,308,160,149,196.5,2966971,98.785,,198.9,157.1,3076328,1189477,367,104,263,150,103,47
2012. 12,635,11,,15268,14193,1075,130,123,7,461,83,378,353,238,115,176.4,3752744,95.441,,178.5,147.1,3928384,1233786,452,74,378,220,196,24
2013. 01,636,11,,14856,13887,969,109,77,31,525,284,242,937,602,335,195.6,3250082,98.138,,199.6,144.6,3414171,1188537,470,228,242,469,371,98
2013. 02,637,11,,14843,13962,880,106,72,34,272,158,114,285,143,142,171,5080793,92.646,,172.8,140.3,5314779,1204007,214,100,114,160,74,86
2013. 03,638,11,,14631,13805,826,159,126,33,444,145,299,655,343,313,182,3158664,94.373,,183.5,152.3,3261291,1164601,408,109,299,417,250,167
2013. 04,639,11,,14752,13949,804,163,78,85,508,259,248,387,152,235,197.5,3583847,93.84,,199.4,157.6,3694345,1223862,428,180,248,187,121,66
2013. 05,640,11,,14869,14053,816,122,59,63,382,201,181,266,116,150,191.8,3040206,93.263,,193.6,152.2,3123044,1242902,339,159,180,132,99,32
2013. 06,641,11,,14885,14045,840,185,133,52,521,139,382,505,196,309,174.9,3542360,93.923,,177.8,129.3,3696030,1096225,463,80,382,164,120,44
2013. 07,642,11,,15045,14114,931,133,84,49,536,204,331,375,168,207,202.8,3216882,98.691,,205.6,158.5,3338645,1285100,527,196,331,167,101,67
2013. 08,643,11,,15202,14283,918,118,99,19,530,302,228,374,196,178,185,3999142,93.959,,187.5,145.7,4177626,1192355,439,245,194,158,95,63
2013. 09,644,11,,15124,14372,751,82,53,30,447,269,178,525,238,287,170.7,4053521,97.051,,173.1,125.8,4217482,1044983,325,147,178,228,138,90
2013. 10,645,11,,14987,14389,597,86,62,23,311,105,206,447,127,320,189.8,3718137,98.523,,191.9,149,3851028,1115241,297,92,206,151,87,64
2013. 11,646,11,,15130,14146,984,219,161,58,466,129,337,322,169,153,183.6,2931067,95.094,,187.1,131.6,3045057,1235785,459,129,330,132,111,21
2013. 12,647,11,,15233,14191,1042,185,180,5,543,189,354,440,212,228,185,3787527,103.501,,188.6,134.6,3973643,1191402,536,182,354,141,125,16
2014. 01,648,11,,15214,14260,954,144,121,23,449,232,217,469,288,180,182.7,3514803,96.865,48,186.3,124.9,3657633,1173533,409,192,217,148,132,15
2014. 02,649,11,,15120,14222,899,177,142,35,441,118,323,534,281,253,178.1,4477015,98.752,48,179.7,133.1,4596392,1190673,426,104,322,185,82,103
2014. 03,650,11,,15403,14302,1101,226,120,106,584,285,299,301,183,118,187.5,3239521,98.229,50,190,141.7,3351060,1202422,565,266,299,190,142,49
2014. 04,651,11,,15730,14547,1183,250,189,61,897,293,604,570,164,406,195.2,3744256,101.032,61,199.2,136.7,3910905,1301768,893,289,604,246,102,144
2014. 05,652,11,,15952,14859,1093,152,149,3,774,322,452,552,130,422,180.9,3187029,98.17,60,183,142.9,3286259,1330291,773,321,452,459,105,354
2014. 06,653,11,,16065,14963,1102,124,124,0,600,224,376,487,245,242,182.4,5658818,98.651,65,184.1,151.2,5899683,1332833,558,182,376,335,158,177
2014. 07,654,11,,16189,15006,1183,87,87,0,825,218,607,701,294,406,201.7,3176291,100.311,67,206.9,138.7,3346027,1116613,802,196,606,400,153,247
2014. 08,655,11,,16314,15287,1028,76,76,0,542,191,351,417,123,294,175,3949707,92.968,81,179.4,118,4167178,1121290,537,188,349,212,108,105
2014. 09,656,11,,16269,15335,933,127,94,33,448,219,228,493,166,328,177,4161562,98.522,76,178.7,143.2,4306470,1326925,442,214,228,240,117,122
2014. 10,657,11,,16093,15133,960,122,94,28,402,94,308,578,223,355,187.8,3719986,98.052,75,189.2,160.7,3833888,1475424,390,82,308,172,131,41
2014. 11,658,11,,16189,15183,1006,134,134,0,389,132,257,293,211,82,178.1,3129974,93.981,78,180.3,141.1,3238873,1228687,375,118,257,173,149,25
2014. 12,659,11,,16333,15382,951,132,96,36,472,197,276,328,159,169,187.8,4292672,96.678,76,189.9,148.3,4458304,1317313,452,176,276,187,107,81
2015. 01,660,11,439,16611,15538,1072,226,130,96,791,386,405,513,270,243,181.8,3374603,96.5,79,183.9,141.4,3481688,1293490,769,364,405,267,177,90
2015. 02,661,11,496,16651,15580,1070,313,214,100,616,165,452,577,96,480,153.9,4623611,97.7,82,155.7,122.2,4825000,1231984,564,125,439,168,64,103
2015. 03,662,11,531,16796,15706,1090,240,185,55,767,303,464,621,199,423,191.1,3488765,98.4,82,193.8,148.5,3627229,1260040,723,268,455,262,161,101
2015. 04,663,11,523,17021,15844,1178,314,236,78,859,509,350,634,343,291,192.1,4054277,99.5,83,194.4,150.9,4200894,1390818,737,388,349,304,210,94
2015. 05,664,11,503,16979,15883,1096,367,254,113,820,288,532,862,277,585,171.5,3178427,97.7,82,173.1,146,3293748,1300426,812,281,531,376,263,113
2015. 06,665,11,509,17098,15900,1199,307,225,82,679,248,431,560,189,371,194.4,3796900,100.1,83,196.7,159.4,3956660,1435259,648,218,431,228,131,97
2015. 07,666,11,505,17112,16161,951,231,205,26,476,194,282,462,174,288,200.3,3411789,100.8,85,202.9,165.6,3558357,1458422,448,166,282,223,146,77
2015. 08,667,11,468,17040,15979,1061,207,181,26,455,237,218,528,180,347,178.6,3968722,102.8,84,180.5,152.6,4158559,1392908,394,176,218,224,147,78
2015. 09,668,11,462,17004,15990,1014,282,256,26,497,192,304,533,174,358,180.2,4400020,100.9,86,182.3,151.6,4622926,1434524,454,149,304,215,135,80
2015. 10,669,11,384,16951,15993,958,288,275,13,626,154,472,678,145,533,184.1,3776217,98.6,81,186.3,151.9,3945813,1352121,611,139,472,179,91,88
2015. 11,670,11,359,16890,15964,925,299,274,25,362,169,193,424,206,217,185.1,3442505,101.7,80,186.3,163.8,3568574,1288710,358,165,193,181,141,40
2015. 12,671,11,337,16786,15942,844,287,242,45,438,191,247,542,229,313,187.8,4358848,105.5,81,189.5,163,4558472,1512623,404,157,247,141,83,59
2016. 01,672,11,400,16881,16003,871,388,364,24,682,307,375,594,259,335,173.6,3616530,96.6,78,176.7,133.9,3794392,1297088,619,244,375,196,118,78
2016. 02,673,11,461,17041,16149,885,342,272,71,476,218,258,316,92,224,157.9,4438004,100.7,74,161.2,118.2,4712422,1203174,426,168,258,117,48,68
2016. 03,674,11,480,17102,16278,817,292,286,6,902,421,481,841,276,565,192.2,3446537,105.2,71,194.6,153.5,3575875,1385069,779,298,481,219,167,52
2016. 04,675,11,449,17376,16452,894,256,253,3,710,393,317,458,258,200,185.2,4270438,101.9,77,187.1,154.9,4438760,1522115,602,285,317,282,171,111
2016. 05,676,11,468,17719,16592,1097,239,204,35,775,368,408,433,268,164,189.1,3381285,101.6,85,190.8,164.1,3493247,1732022,704,296,408,235,159,76
2016. 06,677,11,446,17923,16700,1194,300,282,18,601,283,319,396,226,170,190.8,3881308,102.5,88,194.2,153.4,4079298,1654119,591,273,319,258,195,63
2016. 07,678,11,455,17913,16715,1175,196,173,23,548,205,343,552,245,307,186.9,3429324,100,87,190.2,155,3627080,1545104,533,190,343,270,209,61
2016. 08,679,11,462,17798,16645,1131,216,209,7,405,165,240,519,180,340,191.4,4061070,105.7,89,194.7,158.6,4309987,1592392,388,148,240,231,135,96
2016. 09,680,11,425,17869,16900,946,284,252,31,567,330,237,496,137,359,172.9,4471828,108.8,88,175.5,141,4723345,1477228,484,247,237,153,111,42
2016. 10,681,11,349,17831,16861,948,229,216,14,549,241,309,587,295,292,182.7,3970129,104.3,86,184.6,154.1,4132274,1587098,541,232,309,243,230,13
2016. 11,682,11,390,17702,16888,792,228,203,25,541,215,326,670,182,488,189.4,3324592,108.6,85,192.2,143.3,3436189,1459178,528,202,326,184,123,61
2016. 12,683,11,383,17742,16916,804,215,190,25,482,212,269,441,224,217,186.8,4222055,105,83,190.4,132.6,4407045,1391011,463,193,269,214,187,26
2017. 01,684,11,407,17750,16881,843,135,71,64,619,286,333,615,211,405,174.5,4326169,102.1,76,177.7,134.5,4559138,1386964,566,234,333,148,132,15
2017. 02,685,11,456,17949,17057,858,98,98,0,682,324,358,490,251,239,176.4,3535060,106.8,70,179.6,129.8,3697793,1204724,609,258,351,181,130,50
2017. 03,686,11,494,17955,17086,870,94,94,0,749,421,329,710,266,444,191.4,3792231,104.4,73,192.2,179.2,3912116,1705296,734,405,329,196,171,25
2017. 04,687,11,435,17879,17052,826,195,195,0,609,291,318,686,287,399,184.3,4377346,102.7,85,187.1,137.6,4546209,1522736,504,187,318,317,237,80
2017. 05,688,11,715,17966,17062,905,370,318,52,726,252,474,638,215,423,179.6,3454744,107.2,88,182.7,133.3,3589276,1487201,711,237,474,164,147,17
2017. 06,689,11,714,18076,16969,1107,249,221,28,641,199,442,531,263,267,189.4,3928414,107.4,88,193.1,138.2,4112735,1406549,633,191,442,241,221,20
2017. 07,690,11,698,18168,17052,1117,169,169,0,756,187,569,664,174,491,185.4,3714188,105.3,92,190.8,124.7,3928096,1319219,748,180,569,179,156,23
2017. 08,691,11,707,17898,16947,951,168,168,0,658,170,487,928,281,647,185.2,3909988,107.6,87,191.5,112.3,4142847,1204142,648,160,487,268,228,40
2017. 09,692,11,692,17819,17106,713,196,196,0,642,249,394,721,166,555,185.5,4689176,105.2,92,189.3,130.3,4908156,1583960,634,240,394,117,107,11
2017. 10,693,11,630,17655,16900,756,206,206,0,512,141,371,676,319,356,145.9,4016102,105.6,93,149.4,98.3,4229762,1151553,496,125,371,274,256,18
2017. 11,694,11,655,17540,16849,691,216,216,0,491,182,309,606,233,373,184.8,4045091,112,92,188.4,125.8,4207498,1343997,467,158,309,175,151,24
2017. 12,695,11,610,17582,16902,680,252,252,0,531,235,296,489,147,342,173.9,4294933,106.6,97,177,125.8,4472950,1506764,480,184,296,117,108,9
2018. 01,696,11,578,17897,16977,865,229,226,4,826,511,315,636,353,283,185.4,3798737,105.2,99,190.1,113,3959383,1337022,759,444,315,248,231,17
2018. 02,697,11,495,17939,17109,776,198,191,7,707,446,261,664,313,351,157.9,4816507,111.2,97,161.9,93.8,5027425,1371243,664,406,258,291,232,59
2018. 03,698,11,521,17845,17004,787,222,221,1,700,448,252,794,532,262,174.6,3967888,108.4,99,177.7,119.8,4115109,1402464,658,407,251,393,379,14
2018. 04,699,11,517,17977,17149,775,288,272,16,833,511,323,700,372,329,182.5,4655842,103.4,104,186.8,114.4,4865094,1320041,802,479,323,293,256,36
2018. 05,700,11,503,18101,17252,796,281,266,15,812,417,395,687,317,370,174.9,3661175,105.2,100,179.4,109.8,3825941,1288859,791,396,395,272,247,25
2018. 06,701,11,465,18291,17351,895,294,284,10,913,459,453,715,361,354,172.5,4157663,104,105,176,126.1,4358762,1484205,867,414,453,372,319,54
2018. 07,702,11,498,18482,17680,758,182,177,4,1151,786,365,959,454,505,184.4,3894395,108.7,107,190.8,109.4,4116394,1289684,1035,670,365,439,296,143
2018. 08,703,11,467,18679,17920,715,184,175,9,912,514,399,715,274,441,178.5,4176845,107.2,109,184.2,107.9,4412496,1273687,896,499,397,293,225,68
2018. 09,704,11,394,18613,17918,652,191,190,0,758,368,390,823,364,460,160.4,4884777,104.1,116,164.1,105,5111259,1580869,659,269,390,280,266,15
2018. 10,705,11,419,18679,17933,692,168,163,5,756,387,369,701,373,328,177,4687681,108.1,119,181.3,113.5,4891743,1630278,713,358,355,278,248,30
2018. 11,706,11,418,18770,18081,635,158,140,18,815,465,350,723,313,410,184.3,3767612,100.7,118,188.3,115.6,3901002,1494007,791,441,350,298,239,59
2018. 12,707,11,403,18777,18077,620,174,155,19,597,333,264,615,338,278,165.7,4437866,103.7,121,169.8,95.7,4611620,1480932,563,299,264,296,271,26
2019. 01,708,11,494,18759,18084,595,231,219,11,785,365,421,804,337,466,181.1,5153637,107.4,122,186.8,74,5387354,821849,715,294,421,262,235,26
2019. 02,709,11,530,18917,18283,546,237,219,18,923,433,490,773,244,529,145,4291267,105.5,122,149.1,74.6,4493182,861399,880,390,490,263,206,57
2019. 03,710,11,569,19025,18306,648,232,229,3,911,494,417,786,470,316,165.6,4094459,107,124,171,81,4296917,910769,872,454,417,382,365,17
2019. 04,711,11,594,19097,18389,636,243,220,22,874,500,375,803,389,414,183,4707583,107.6,130,190,85.8,4977521,927605,816,442,375,317,284,32
2019. 05,712,11,604,19159,18430,655,261,249,11,912,391,520,852,350,502,176.8,3733029,107.2,129,183.4,86.7,3933585,982243,861,341,520,270,238,33
2019. 06,713,11,607,19172,18422,676,177,172,4,767,360,406,754,368,386,167.6,4375765,101.9,119,174,82.5,4636191,909581,746,340,406,298,291,7
2019. 07,714,11,615,19438,18639,725,190,169,21,969,493,476,704,277,427,185.4,4217694,101.1,120,195.5,70.1,4517631,787299,904,428,476,244,216,28
2019. 08,715,11,587,19455,18743,637,181,162,19,739,330,408,723,227,495,168.8,4850985,99.3,117,176.2,74.8,5170207,819943,682,273,408,256,201,55
2019. 09,716,11,548,19525,18779,670,159,142,17,843,313,530,773,279,494,160.6,5066293,103,122,170.2,55.1,5461191,722439,829,300,530,236,219,17
2019. 10,717,11,527,19607,18851,681,150,122,28,915,388,526,833,324,508,171,4463002,101,124,180.6,60.9,4794640,629064,856,329,526,271,260,11
2019. 11,718,11,496,19538,18733,725,135,122,13,537,197,339,610,315,295,174.4,4157616,99.4,127,180,82.6,4357743,859248,513,173,339,248,239,9
2019. 12,719,11,482,19667,18769,818,133,116,18,683,311,372,554,274,280,172.1,5141760,103.2,126,177.3,92.1,5401001,1150079,662,290,372,207,201,7
2020. 01,720,11,539,19882,19388,405,293,284,9,1059,655,404,853,388,466,170.1,5456130,105.8,128,172.4,107.1,5605702,1423565,710,306,404,160,151,9
2020. 02,721,11,615,19987,19574,319,291,291,0,813,524,289,712,318,394,170.4,4526228,99.8,126,173.4,94.4,4659725,1155526,671,382,289,268,257,11
2020. 03,722,11,675,20322,19816,412,426,426,0,1119,786,333,785,544,240,178.8,3958652,95,122,181.5,106.2,4059598,1242117,820,487,333,293,289,5
2020. 04,723,11,731,19997,19490,413,222,222,0,638,493,145,962,838,123,166.9,4447583,102.9,120,169.4,100.7,4567140,1254253,546,404,142,211,195,16
2020. 05,724,11,789,20203,19675,435,159,155,5,503,375,128,296,191,105,161.5,3887362,96.2,119,163.7,101.2,3984083,1277336,317,189,128,144,134,10
2020. 06,725,11,857,20249,19710,447,66,66,0,540,290,250,494,255,239,181.9,4231166,103.9,120,186.8,78.1,4386423,913219,498,248,250,209,193,16
2020. 07,726,11,865,20450,19967,391,151,151,0,742,588,155,541,331,211,186.3,4186428,101.2,122,188.8,110.1,4286855,1183477,495,340,155,293,282,11
2020. 08,727,11,854,20379,19905,384,107,107,0,632,240,392,701,296,405,158.8,4286642,97.6,124,162.1,77.5,4422029,917273,542,150,392,201,195,6
2020. 09,728,11,817,20365,19768,507,134,134,0,605,220,385,618,351,267,174.6,5104815,98.7,123,178,83.7,5262591,971001,563,187,376,153,141,12
2020. 10,729,11,762,20327,19751,483,235,204,31,851,426,425,891,443,448,153.6,4178293,101.2,127,157.8,57.8,4331096,702924,655,230,425,242,217,25
2020. 11,730,11,665,20511,19887,533,79,79,0,725,410,315,540,277,263,170.6,4412027,102.6,122,174,84.8,4543519,1004669,661,346,315,144,143,1
2020. 12,731,11,661,20592,19866,636,129,129,1,602,217,386,521,238,283,171.6,4688930,99.7,128,176.1,66.7,4852871,818064,510,125,386,154,143,11
2021. 01,732,11,703,20668,19780,796,262,251,11,679,437,243,605,359,246,164.8,4383775,93.2,129,168.1,77.3,4509448,1009738,540,298,243,268,211,57
2021. 02,733,11,814,20682,19818,770,214,211,2,495,348,147,482,231,251,151.4,5510641,107.8,125,153.1,92.4,5639922,1138174,445,299,146,202,155,47
2021. 03,734,11,852,20770,19862,815,232,231,1,698,401,296,610,357,252,177.4,4173297,107.2,123,181.7,60.5,4298061,754100,590,307,284,275,261,15
2021. 04,735,11,855,20825,19951,781,291,289,1,657,375,281,601,286,315,177.7,4983646,103.3,120,181.8,68.5,5142196,840718,609,328,280,204,189,15
2021. 05,736,11,805,20786,19911,782,310,305,5,562,258,304,600,298,302,161.7,3960216,94,120,165,68.5,4066092,892141,535,231,304,230,186,44
2021. 06,737,11,824,20961,19987,859,249,243,6,737,381,356,584,291,293,178.2,4281884,95.8,114,183,62.6,4428007,712457,707,351,356,243,226,16
2021. 07,738,11,824,20998,20012,871,230,230,0,604,361,243,567,335,231,176.4,4261032,93,114,180.9,71.4,4404850,881580,579,336,243,262,231,30
2021. 08,739,11,785,20975,20092,768,242,213,29,558,315,243,581,327,254,161.4,4485024,97.6,113,164.4,75,4610761,906953,509,266,243,305,247,59
