time,ym,indmc,uib,numD,numDfull,numDpart,numE,numEfull,numEpart,matched,matchedfull,matchedpart,EXIT,EXITfull,EXITpart,hour,wage_tot,prod,E9,hourfull,hourpart,wage_totfull,wage_totpart,hire,hirefull,hirepart,left,leftfull,leftpart
2016. 01,672,13,3654,127709,119685,7151,1321,1263,58,2800,2108,692,4414,3371,1043,182.9,2538027,98.4,11660,186.4,115.8,2599843,1350141,2676,1985,691,2276,2118,158
2016. 02,673,13,3601,126542,118493,7165,1869,1749,120,2690,1613,1077,3868,2809,1059,166.9,2723630,100.2,11345,170.4,108.1,2806566,1344909,2571,1494,1077,1831,1751,80
2016. 03,674,13,3760,125684,117941,6970,2256,2181,75,3660,2592,1068,4406,3054,1352,199.2,2521535,99.3,11040,201.6,146.4,2564555,1532802,3580,2512,1068,2575,2223,352
2016. 04,675,13,3693,126722,118224,7728,2028,1903,125,4529,2830,1699,3488,2584,904,192.5,2565093,98.7,11053,194.4,143,2607910,1472710,3888,2189,1699,2126,1947,179
2016. 05,676,13,3523,126292,118608,6890,2676,2516,160,3153,2417,736,3607,2321,1286,190.7,2525986,98.9,11111,193.3,122.4,2572161,1338810,3061,2325,736,2083,2057,27
2016. 06,677,13,3336,126523,119473,6222,2196,2187,9,3575,2796,779,3379,2121,1259,193.6,2562038,99.6,11293,196,103.5,2594723,1354157,3464,2685,779,1895,1656,239
2016. 07,678,13,3339,126219,119294,6120,2177,2177,0,2544,1865,679,2824,2170,654,193,2725326,97.3,11489,194.7,112.9,2751383,1446955,2512,1833,679,1545,1527,18
2016. 08,679,13,3300,126941,120394,5745,1841,1823,18,3561,3178,383,2836,2177,658,189,2671432,96.8,11782,190.7,112.3,2697474,1442907,3103,2720,383,1556,1471,85
2016. 09,680,13,3159,126859,120243,5822,2347,2347,0,1938,1378,560,2012,1593,419,176.4,2845271,97.4,12030,177.4,119.5,2867227,1581274,1891,1331,560,1318,1318,
2016. 10,681,13,3008,127294,120230,6271,2357,2298,59,2480,1446,1034,2044,1425,619,191.4,2614922,95.8,12110,192.4,118.8,2633123,1321339,2464,1429,1034,1264,1188,77
2016. 11,682,13,3122,127464,120668,6138,1761,1702,59,2548,1714,834,2243,1430,813,201,2645140,99.1,12065,202.3,113,2665388,1276784,2467,1633,834,1317,1317,
2016. 12,683,13,2982,126871,119753,6432,2534,2473,61,2062,1420,642,2683,2234,449,201.9,2821760,97.1,12123,203.5,109.1,2847558,1297179,2020,1378,642,1785,1781,4
2017. 01,684,13,3079,127002,121888,4366,1359,1252,106,2313,1772,542,2245,2131,114,182.6,3071035,98.1,11748,183.7,93.9,3096864,1067863,2239,1698,542,1356,1308,48
2017. 02,685,13,3097,127705,122830,4286,1444,1421,23,3622,2886,736,2760,2337,423,183.9,2635390,97.7,11426,185.1,79.7,2655524,959013,3569,2833,736,1898,1787,110
2017. 03,686,13,3140,127524,123592,3313,1863,1863,0,3330,2330,1000,3540,3042,498,201.9,2721043,96.4,11094,203.8,77.6,2747986,955677,3183,2183,1000,2467,2220,247
2017. 04,687,13,3011,127095,122747,3381,2162,2162,0,2550,1819,731,3327,3080,246,188.5,2747385,95.8,11066,190,83.5,2772922,966230,2419,1688,731,2589,2576,13
2017. 05,688,13,3157,127078,122724,3356,2499,2473,26,3791,2744,1047,3839,3188,652,188.9,2731272,95.2,11091,189.9,105.4,2747947,1286268,3713,2667,1047,3094,3004,90
2017. 06,689,13,3175,126910,122562,3346,1811,1811,0,2699,1643,1056,2871,2212,660,195.6,2726488,95.2,11214,196.5,116.1,2740565,1458364,2648,1592,1056,1890,1762,128
2017. 07,690,13,3264,126155,122784,2350,1460,1403,57,3355,2172,1183,4129,3120,1009,189.8,2775082,93.8,11316,192.8,74.9,2818308,1086488,3312,2137,1175,2137,1849,287
2017. 08,691,13,3544,126284,122026,3228,1532,1532,0,3691,1843,1848,3571,2945,625,190.5,2775330,94.6,11132,191.4,132.5,2793590,1613875,3573,1725,1848,2660,2583,77
2017. 09,692,13,3640,125983,121493,3434,1877,1877,0,2303,1436,866,2630,2353,276,194,3090095,95.5,11102,194.7,132.1,3105588,1601515,2289,1423,866,1879,1794,85
2017. 10,693,13,3397,125672,121109,3517,2116,2116,0,2277,1569,708,2577,2362,216,159,2760836,95.5,11111,160.1,93.8,2784986,1227337,2248,1540,708,1531,1387,144
2017. 11,694,13,3710,125741,121141,3692,2160,2160,0,2723,1902,821,2517,2284,233,197.3,2700152,96.3,11010,199.2,94.7,2730288,1107532,2580,1759,821,2040,1939,101
2017. 12,695,13,3618,124539,119953,3618,1832,1832,0,2295,1697,598,3556,3287,269,183.9,2859911,92,11103,185.5,84,2887422,1112147,2190,1591,598,2617,2617,
2018. 01,696,13,3964,124155,119709,2721,1359,1349,10,3657,3075,582,3331,2500,832,195.2,2899567,91.3,11031,196.9,73.3,2927232,982025,3588,3006,582,1864,1674,190
2018. 02,697,13,4104,123522,118996,2812,1760,1664,96,3377,2216,1161,3999,2854,1146,163.8,2968024,91.2,10789,164.7,77.1,2987573,1066120,3353,2192,1161,1844,1728,115
2018. 03,698,13,4381,123266,119006,2526,2304,2244,61,4461,3148,1313,4737,3350,1387,189.8,2825136,88.9,10551,192,67.1,2856497,1048008,4335,3022,1313,2738,2697,41
2018. 04,699,13,4352,123421,119263,2382,1788,1729,60,4058,3194,864,3944,2862,1082,191.7,2896344,91.3,10370,193.5,77,2922172,1200862,3854,2990,864,2133,2063,70
2018. 05,700,13,4338,122524,118618,2291,1646,1536,110,4446,3607,839,5183,4258,925,189.1,2938754,93.5,10322,190.2,51.2,2956128,793052,4303,3464,839,2153,2075,78
2018. 06,701,13,4272,123288,119016,2648,1521,1402,118,4629,3238,1390,3874,2840,1034,184.7,2919812,90.3,10348,185.5,86.5,2933348,1239902,4454,3064,1390,2324,2315,9
2018. 07,702,13,4471,122716,118626,2557,1524,1439,86,3814,3115,699,4294,3493,801,193.8,2921687,88.9,10293,194.8,67.6,2936266,1053856,3663,2964,699,2363,2361,3
2018. 08,703,13,4611,121998,118053,2448,2337,1971,365,4106,2438,1668,4788,2809,1979,186.1,2924697,88,10291,187.1,92.6,2944216,1125464,4074,2406,1668,1993,1919,74
2018. 09,704,13,4241,119976,116265,2267,1207,1114,93,5495,2095,3399,7464,3885,3579,161.9,3156798,84.9,10191,162.8,71,3179143,887726,5470,2071,3399,2001,1792,209
2018. 10,705,13,4503,119696,116074,2163,1164,1164,0,5134,3205,1929,5429,3396,2034,192.9,2886178,89,10128,194.1,40.6,2904001,662831,4296,2398,1898,1845,1767,77
2018. 11,706,13,4429,119491,115365,2638,1192,1192,0,4909,2598,2310,5142,3276,1867,195.4,2856715,86,10036,196.3,57.4,2870631,819613,4848,2538,2310,2058,2036,22
2018. 12,707,13,4205,118999,115511,2234,1066,943,123,4768,3043,1725,5026,2878,2148,183.5,3093163,85,10085,184.3,55.5,3106246,990379,4000,2275,1725,1455,1442,13
2019. 01,708,13,4733,118504,115107,1917,958,958,0,3380,2002,1377,4100,2468,1632,190.6,3169341,86.5,9909,191.2,67.2,3179132,1313987,3159,1782,1377,1800,1604,196
2019. 02,709,13,4575,117955,115141,1500,1098,1098,0,3588,1963,1624,3972,1935,2037,150.5,3060100,83.7,9747,151.1,40.4,3073605,782564,3514,1889,1624,1278,1110,168
2019. 03,710,13,4939,118505,115438,1751,1426,1423,3,4752,2292,2460,4204,2011,2193,180.6,2978768,82.8,9645,181.2,61.3,2987685,1277443,4678,2218,2460,1694,1641,52
2019. 04,711,13,5138,118445,115320,1678,1233,1233,0,5179,2623,2556,5369,2815,2554,192.5,2944387,84.3,9623,193.1,64.8,2953017,969391,4970,2414,2556,2247,2107,140
2019. 05,712,13,5030,117938,114788,1672,1216,1216,0,6025,2164,3861,6563,2696,3867,187,3076476,83.1,9468,187.5,43.6,3083727,727055,5838,1976,3861,1837,1831,7
2019. 06,713,13,4718,118198,115154,1797,889,889,0,6150,2341,3809,5660,1975,3685,175.6,2941799,83.1,9514,176.1,66.5,2951324,1087203,6082,2274,3809,1364,1360,4
2019. 07,714,13,4923,118485,114890,2419,894,894,0,5269,2230,3039,4910,2497,2413,198.3,3066217,85.1,9536,199.2,61.9,3079584,952309,5092,2054,3039,1502,1491,11
2019. 08,715,13,4782,117361,114676,1485,1006,1006,0,4339,1630,2709,5488,1814,3674,181,3055098,82.3,9501,181.6,84.8,3065992,1284874,4240,1531,2709,1370,1366,4
2019. 09,716,13,4774,117174,114320,1486,1282,1052,230,3904,1801,2102,4258,2154,2104,170.1,3248353,84.1,9485,170.7,71.7,3261043,1113819,3860,1758,2102,1565,1551,14
2019. 10,717,13,4719,117117,114439,1329,1171,1171,0,4265,2420,1845,4303,2299,2005,189.5,2976669,82.7,9510,190.5,64.9,2994339,896367,4203,2358,1845,1669,1605,64
2019. 11,718,13,4703,117021,114134,1429,715,709,6,5431,1591,3840,5637,1901,3735,189.3,2969469,80,9363,190.1,99.5,2983676,1248772,5295,1455,3840,1349,1334,15
2019. 12,719,13,4662,115712,113250,1088,922,916,5,4416,1682,2734,5641,2560,3081,188.5,3177843,83.1,9528,189.4,80.9,3194249,1262327,4404,1670,2734,2000,1984,16
2020. 01,720,13,4957,115034,111947,1835,869,869,0,2967,1691,1276,3523,2483,1039,174.5,3439819,83.7,9481,175,109.9,3451572,1862509,2882,1616,1266,1443,1423,20
2020. 02,721,13,4890,115587,111904,2311,827,821,6,4171,2434,1738,3739,2360,1378,175.7,3072360,81.3,9270,176.7,50.3,3089779,824173,3939,2201,1738,1607,1491,116
2020. 03,722,13,5081,113806,110206,2109,681,675,6,3013,1776,1238,4913,3595,1318,186.3,3106443,81.5,8959,186.7,63.4,3113691,1010209,2972,1734,1238,2185,2079,107
2020. 04,723,13,5437,109506,105038,3063,688,681,7,4050,2021,2029,8263,7186,1077,161,2919655,65.3,8675,161.7,48,2932616,796810,3171,1142,2029,1647,1529,117
2020. 05,724,13,6239,106733,102209,3345,934,927,7,3499,2203,1296,6047,4954,1093,151.1,2889270,58.7,8424,151.6,98.5,2902571,1339705,2019,723,1296,2041,1895,145
2020. 06,725,13,7040,107830,103658,3054,1162,1154,8,5886,4623,1264,4728,3799,930,172.4,2850104,67.8,8235,172.7,97,2857216,1334650,3251,1988,1264,1818,1603,215
2020. 07,726,13,7418,109302,104457,3642,995,963,32,6851,4638,2213,5465,3870,1594,177.4,2988650,73.6,8066,178.6,73.2,3012795,911655,5281,3067,2213,1595,1339,256
2020. 08,727,13,7389,110826,104304,5226,1094,1085,9,7730,4873,2857,6297,4991,1306,161.5,2976419,73.9,7922,161.9,79.2,2984852,1381223,6066,3210,2855,2351,2043,308
2020. 09,728,13,7437,111550,104331,5958,804,795,9,6216,4382,1834,5457,4414,1043,174.5,3270511,77.4,7741,175.1,76.5,3283312,1218525,5494,3661,1833,2010,1735,274
2020. 10,729,13,7272,112999,105704,6117,1339,1312,27,5839,4470,1370,4308,3054,1255,162.5,3052864,79.8,7634,163.3,105.8,3076945,1252794,4030,2665,1366,2384,2002,382
2020. 11,730,13,7193,111806,105103,5662,856,842,14,4642,3232,1410,5698,3839,1858,175.1,3057026,77.9,7432,175.5,86.6,3066416,1261941,3828,2422,1407,2479,1875,604
2020. 12,731,13,7040,111047,104960,5078,992,992,0,4151,3008,1143,4878,3160,1718,183.5,3169345,78.1,7256,184.1,80.2,3179734,1354364,3422,2289,1133,2539,1823,716
2021. 01,732,13,6846,110949,104606,5042,1009,1009,0,4455,3155,1300,4846,3416,1430,169.5,3198741,76.9,7130,170.1,78.4,3212722,1284155,3817,2556,1261,2437,2073,365
2021. 02,733,13,6627,109801,103819,5022,1315,1303,12,2993,1888,1104,3799,2640,1160,153.2,3253261,79.4,6963,153.5,89.3,3263009,1454858,2826,1724,1101,1919,1696,223
2021. 03,734,13,6653,110372,103536,5525,1297,1276,21,3910,2419,1491,3689,2689,1000,183.8,3106705,81.4,6775,184,146.5,3114386,1918196,3790,2303,1487,2329,2075,254
2021. 04,735,13,6357,110192,103566,5550,1465,1444,21,3750,2763,987,3695,2731,964,186.8,3108704,78.3,6598,187.4,113.4,3120301,1508100,3396,2420,976,2249,1942,307
2021. 05,736,13,6158,109784,103252,5528,1351,1330,21,2812,1910,903,3149,2148,1001,169.3,3121319,77.2,6524,169.8,99.3,3133816,1413448,2640,1747,894,1726,1474,252
2021. 06,737,13,6320,108709,102283,5442,1502,1481,21,2739,1804,935,3794,2775,1019,185.6,3084926,80.3,6358,185.9,121.4,3092392,1653425,2564,1654,911,2148,1707,441
2021. 07,738,13,6219,108717,102130,5488,1603,1567,36,3375,2334,1042,3482,2486,996,183.1,3231578,83,6368,183.9,96.5,3249923,1371531,3278,2270,1008,2064,1815,249
2021. 08,739,13,6042,108681,101827,5624,1729,1653,76,2832,1723,1109,3000,2031,968,171.3,3098926,78.6,6310,171.8,75.6,3108103,1282170,2545,1448,1098,1859,1559,300
2021. 09,740,13,5686,108399,101384,5801,1841,1719,121,2741,1817,924,3006,2232,774,159.2,3397934,76.6,6292,159.5,78.2,3407617,1356294,2710,1787,923,1622,1345,277
2021. 10,741,13,5277,108551,101559,5601,1640,1625,15,2989,2092,897,3015,2174,841,168.8,3124850,74.3,6282,169.5,74.1,3139804,1043824,2926,2031,895,1587,1331,256
2021. 11,742,13,4901,108241,101245,5746,1688,1679,9,3083,2009,1074,3252,2323,929,183.7,3122055,79.9,6264,184,124.4,3127613,1720638,2964,1892,1072,1934,1774,160
2021. 12,743,13,4851,107655,101003,5530,1896,1882,14,3409,2117,1292,3868,2358,1510,183.7,3122055,82.6,6322,184,124.4,3127613,1720638,3245,2011,1234,1948,1739,209
2022. 01,744,13,,107096,100007,6160,2451,2346,105,3998,2866,1133,4364,3462,902,,,,6324,,,,,3245,2011,1234,1948,1739,209
2009. 06,593,14,,113920,89705,23347,940,809,132,5190,2316,2874,6271,2996,3275,,,94.537,,,,,,4950,2076,2874,3282,2678,604
2009. 07,594,14,,111455,90044,21303,1535,909,626,4425,1638,2787,6129,2173,3956,,,111.129,,,,,,4100,1364,2735,3421,1668,1753
2009. 08,595,14,,114112,93202,20833,1282,1076,206,6707,3469,3238,4019,1825,2193,,,108.864,,,,,,6409,3351,3059,2411,1500,911
2009. 09,596,14,,113937,93350,20294,2139,1878,261,5979,2041,3938,6370,2232,4138,,,120.406,,,,,,5946,2027,3919,3859,1623,2236
2009. 10,597,14,,113836,93691,19888,1365,1063,302,3796,1729,2067,3860,1820,2041,,,121.316,,,,,,3723,1674,2049,2134,1066,1069
2009. 11,598,14,,113899,94136,19480,1187,1077,109,2454,1234,1220,2417,1301,1115,,,104.705,,,,,,2410,1190,1220,1511,1036,475
2009. 12,599,14,,113084,93550,19326,967,950,17,2811,954,1857,3551,1606,1945,,,120.671,,,,,,2710,873,1836,1469,1032,437
2010. 01,600,14,,111735,93688,17841,2673,1889,783,5818,1901,3916,7165,2187,4978,,,119.872,,,,,,5591,1682,3909,3242,1813,1429
2010. 02,601,14,,111261,93305,17748,3681,3215,466,2743,1620,1123,3219,1924,1295,,,110.31,,,,,,2593,1469,1123,2103,1471,632
2010. 03,602,14,,112615,93092,18686,3542,2682,859,6147,2406,3741,5422,2795,2627,,,110.105,,,,,,5999,2277,3722,2785,2227,558
2010. 04,603,14,,110812,91690,18948,4106,2417,1689,4978,2334,2644,6118,3734,2384,,,117.798,,,,,,4918,2275,2644,3619,2769,850
2010. 05,604,14,,111946,92633,19135,3369,1277,2092,3468,1376,2092,2338,1326,1012,,,122.759,,,,,,3437,1345,2092,1521,1154,367
2010. 06,605,14,,111558,91922,19460,4003,2327,1676,5239,1557,3682,5625,2163,3463,,,130.203,,,,,,5142,1461,3682,3266,1778,1488
2010. 07,606,14,,112917,92362,20321,1960,1195,765,6179,2832,3347,4878,1734,3144,,,117.366,,,,,,6150,2803,3347,2098,1196,902
2010. 08,607,14,,112799,92163,20234,2704,2176,528,4429,2582,1847,4715,2291,2423,,,116.052,,,,,,4319,2473,1847,3901,2177,1724
2010. 09,608,14,,113890,93352,20074,2681,2113,568,3953,1657,2295,2924,1031,1893,,,115.184,,,,,,3935,1640,2295,1700,946,754
2010. 10,609,14,,113731,94368,18897,2489,1518,971,4751,2620,2131,4912,2114,2798,,,114.163,,,,,,4314,2187,2126,2923,1847,1077
2010. 11,610,14,,114649,93496,20524,2413,1839,574,6664,2563,4101,5909,3796,2113,,,120.549,,,,,,5942,2465,3477,3653,2471,1182
2010. 12,611,14,,114766,95624,18670,1886,1295,591,7232,2688,4544,6958,1457,5501,,,127.849,,,,,,6909,2574,4335,2762,1328,1434
2011. 01,612,14,,113202,95674,17023,1587,1082,505,4195,2201,1994,5792,2197,3596,179,2305782,127.087,,187.3,122.4,2500499,977637,3713,1867,1846,3217,2059,1158
2011. 02,613,14,,113340,96218,16196,1250,623,628,5620,2306,3314,5903,2318,3586,156.4,2079175,105.437,,161.3,121.2,2229127,1002138,5427,2128,3300,2596,2044,552
2011. 03,614,14,,115099,95431,18371,1547,1088,460,7006,2287,4719,5618,2310,3308,185.8,2060630,122.054,,194.5,132.4,2235458,989249,6936,2216,4719,3113,2069,1044
2011. 04,615,14,,115439,95433,18533,1792,1491,301,4586,2411,2175,4422,1819,2603,183,2140216,117.989,,190.4,134.9,2316558,1000021,4415,2240,2175,2079,1558,520
2011. 05,616,14,,116199,96702,17832,2089,1499,590,5119,2603,2516,4551,1831,2720,172.7,2018792,114.494,,181.7,111.4,2187405,874805,5110,2594,2516,2282,1589,694
2011. 06,617,14,,118175,97741,17505,2434,2103,332,5559,2338,3222,4847,1589,3258,178.2,2042967,120.463,,187.7,110.1,2223322,753239,5363,2141,3222,2277,1182,1096
2011. 07,618,14,,117210,98222,16090,2126,1926,201,5866,1597,4269,6800,2024,4776,179,2204764,115.729,,187,112.7,2362276,888807,5843,1574,4269,2894,1595,1299
2011. 08,619,14,,116440,98181,15585,1570,1534,36,5107,1632,3475,5653,1700,3953,174.7,2060028,125.917,,182.8,115.3,2216909,902864,5023,1560,3463,2886,1434,1452
2011. 09,620,14,,116065,97745,15822,2337,1688,649,4860,1655,3205,5059,2259,2799,168.9,2151730,123.613,,176.6,111.5,2325116,861923,4787,1594,3193,2401,1901,500
2011. 10,621,14,,115188,97030,15828,2201,1550,651,3990,1905,2085,4699,2049,2650,177.2,2225811,119.577,,180.6,138.8,2318654,1171568,3935,1850,2085,2027,1606,421
2011. 11,622,14,,115060,96637,16373,2160,1678,483,4196,2026,2170,4044,1687,2357,184.1,2105065,112.665,,192.4,118.3,2261590,855794,4169,1999,2170,956,750,206
2011. 12,623,14,,116274,97059,16999,1794,1705,89,5697,2195,3501,4649,2161,2488,181.7,2174858,117.645,,191.3,115.8,2366205,850375,5637,2152,3486,1825,1429,396
2012. 01,624,14,,115730,96636,16676,3100,1638,1462,5459,2446,3014,6205,2025,4180,166.9,2306355,122.448,,174.9,107.6,2500342,864704,5424,2411,3014,3010,1631,1380
2012. 02,625,14,,116879,97094,17481,1971,1484,487,5735,2466,3268,4472,1736,2735,175.3,2125353,123.159,,183.2,111.1,2278528,888936,5639,2371,3268,1940,1320,620
2012. 03,626,14,,118275,99149,16368,1361,885,476,6302,4263,2039,5360,2508,2852,176,2143798,124.539,,184.3,106.5,2297762,869037,6215,4176,2039,3338,2089,1249
2012. 04,627,14,,119429,98658,18174,1148,837,310,5364,2087,3277,4049,1960,2089,172,2177205,114.206,,181.2,102.7,2349737,873529,5107,1830,3277,2200,1676,525
2012. 05,628,14,,120279,98631,19173,715,405,311,5020,2202,2818,4048,1699,2349,176.7,2156500,109.69,,185.8,105,2326027,813503,5013,2195,2818,2066,1496,571
2012. 06,629,14,,118335,99369,17117,737,507,230,3808,1537,2272,5126,1639,3488,171.8,2199439,111.37,,179.4,107,2351080,907058,3785,1513,2272,2519,1239,1280
2012. 07,630,14,,119117,99915,15515,647,344,303,4309,1563,2745,5365,2159,3206,180,2356002,118.619,,188.1,106.7,2512402,937870,4274,1529,2745,2267,1561,707
2012. 08,631,14,,120898,100867,16421,741,452,288,5273,2628,2644,3415,1377,2038,176.1,2277152,120.471,,182.6,115.8,2408007,1063064,5256,2611,2644,1566,1137,430
2012. 09,632,14,,121919,100412,18120,423,236,187,5257,1619,3638,4013,1884,2129,167.9,2372031,112.999,,175.9,103.8,2544930,997634,5165,1527,3638,1712,1115,597
2012. 10,633,14,,121152,98969,18959,1941,1195,747,5057,2010,3047,5661,3023,2638,167.8,2278902,115.464,,177.1,97.5,2470521,840762,4717,1670,3047,2410,1441,969
2012. 11,634,14,,118238,99672,16941,2290,1603,687,3461,1692,1769,4776,2745,2031,181.4,2235084,118.756,,190.4,109.2,2400260,913543,3405,1674,1731,2060,1599,461
2012. 12,635,14,,117365,98412,17068,2465,1533,933,3693,1723,1970,4826,2448,2378,164.7,2323909,98.271,,172,107.4,2507423,877059,3592,1669,1923,2110,1563,547
2013. 01,636,14,,115914,91598,22712,2527,1666,860,4983,2916,2067,6153,2339,3814,180.9,2271429,103.079,,189,117.2,2439656,941463,4629,2582,2046,3019,1048,1971
2013. 02,637,14,,115010,92159,21305,2328,1599,729,3850,2007,1843,4696,1230,3466,159.1,2255606,127.311,,166.1,104.2,2427237,919143,3819,1976,1843,2750,914,1836
2013. 03,638,14,,113120,92496,18990,2309,1488,821,3077,2418,659,5055,2013,3042,168.9,2164745,118.721,,175.9,109.9,2311944,930523,2981,2322,659,2634,1408,1225
2013. 04,639,14,,114859,92130,21026,2606,1824,783,5607,2250,3358,3937,1754,2182,184.8,2268804,110.769,,192.8,108.1,2414550,854649,5383,2025,3358,2435,1382,1053
2013. 05,640,14,,115134,91067,22412,2438,1860,577,4089,1535,2554,3765,2213,1552,174,2200824,104.473,,183.5,107.3,2386341,886828,4077,1523,2554,2467,1787,681
2013. 06,641,14,,114718,91888,21428,2026,1558,468,4041,2330,1711,4205,1639,2565,163.9,2215717,103.809,,170.8,105.9,2372977,886296,3797,2086,1711,2617,1214,1403
2013. 07,642,14,,113680,92283,19989,2252,1475,776,3270,2041,1229,4315,1548,2767,184.5,2324094,105.246,,192.8,113.3,2492182,888568,3163,1934,1229,2165,1152,1013
2013. 08,643,14,,115982,92921,21655,1638,1134,504,5753,2405,3348,3448,1747,1701,168.9,2221253,116.92,,176.3,109.9,2382184,929224,5741,2393,3348,1910,1105,805
2013. 09,644,14,,114635,92144,21137,1378,1060,318,3661,2222,1439,4956,2727,2229,151.6,2353987,113.563,,157.9,101.5,2541874,873547,3508,2069,1439,2659,1785,874
2013. 10,645,14,,114548,91189,21988,1658,1165,493,4003,1712,2291,4107,2466,1641,173.3,2277768,113.964,,183.2,105.8,2486636,855423,3436,1671,1766,2435,1787,648
2013. 11,646,14,,113022,88792,22615,1215,658,557,3658,2076,1582,5427,1997,3431,174.6,2250263,110.501,,180.2,136.4,2425441,1049191,3586,2006,1580,3355,1616,1740
2013. 12,647,14,,111309,85878,23946,1008,937,71,5454,1554,3900,7037,4144,2893,171.4,2347842,99.757,,177.3,128.3,2529767,1018201,5429,1529,3900,2579,1953,626
2014. 01,648,14,,112288,87317,23543,1429,1094,335,4732,2233,2499,3696,2024,1672,167.4,2482529,105.712,959,171.5,138,2673679,1113670,4660,2161,2499,2108,1689,419
2014. 02,649,14,,112560,87882,23231,1525,1163,362,5136,2363,2773,4882,1997,2885,166.7,2443968,115.773,958,169.7,143.5,2613694,1138540,5116,2342,2773,2647,1561,1086
2014. 03,650,14,,111718,88433,21867,1564,1544,20,6346,2795,3551,7160,2473,4687,175.4,2292202,112.796,954,179.2,145.6,2444854,1107110,6124,2580,3543,2802,1987,815
2014. 04,651,14,,111169,87013,22788,1858,1468,390,3815,1461,2355,4314,2082,2232,182,2345842,117.26,973,186.2,150.8,2513774,1105870,3682,1327,2355,2981,1668,1313
2014. 05,652,14,,110598,87685,21958,1741,1583,158,4060,2153,1906,4218,1910,2308,165.4,2347473,98.762,988,168.1,144.7,2503428,1119605,3947,2041,1906,2895,1730,1166
2014. 06,653,14,,110405,85620,23988,1644,1191,452,5635,1974,3661,5671,3576,2095,166.1,2332355,101.291,968,167.9,152.4,2480373,1189016,5371,1822,3549,4195,2655,1541
2014. 07,654,14,,109689,85630,23222,1632,1144,488,4575,1935,2640,5330,2343,2987,190.8,2457697,102.673,1021,192,178.5,2567184,1325042,4535,1895,2640,2960,1800,1160
2014. 08,655,14,,110276,85210,24210,1235,783,452,4748,1962,2786,4180,2456,1725,165.7,2431478,101.423,1036,166.1,162.6,2573042,1240412,4702,1917,2786,2795,1920,876
2014. 09,656,14,,111191,85282,25059,1447,965,482,4938,1990,2948,4017,2110,1906,165.5,2395242,104.747,1038,167.8,148.3,2557165,1139254,4917,1969,2948,3134,1833,1301
2014. 10,657,14,,111695,85894,24828,1726,1265,461,5144,2493,2651,4764,2097,2667,176.8,2360211,103.048,1040,179.8,153.9,2514941,1171694,4977,2326,2651,3424,1797,1627
2014. 11,658,14,,110564,86621,22456,1923,1414,509,4419,2030,2389,6063,2083,3980,169.4,2327001,96.662,1080,171.4,153,2461654,1209767,4406,2017,2389,2884,1263,1621
2014. 12,659,14,,111406,87935,22053,1259,1020,239,6293,3452,2841,5383,2526,2857,183.6,2490335,91.587,1095,186.2,159.7,2622272,1279841,6142,3301,2841,2775,1950,825
2015. 01,660,14,3320,111648,88093,22135,956,863,94,5621,2336,3285,5381,3321,2060,177.5,2378141,79.7,1088,179.5,158.2,2489986,1310308,5263,2286,2978,4091,2301,1790
2015. 02,661,14,3094,112474,89058,21736,1684,1296,389,4410,1975,2435,3844,1577,2266,146,2624171,97.2,1064,147,135.1,2760581,1260385,4382,1947,2435,1899,1203,696
2015. 03,662,14,3226,108810,88638,18412,1855,1391,465,5151,2034,3117,8895,4718,4177,182.1,2426764,98.3,1041,184.8,157.8,2560534,1228779,5052,1935,3117,3746,2270,1476
2015. 04,663,14,3329,107988,87285,19011,2137,1727,410,5440,2553,2887,6194,3682,2513,183.3,2455463,98.3,1037,185.7,161.3,2585687,1304627,5376,2490,2887,4077,2597,1479
2015. 05,664,14,3469,110351,88639,20011,1654,1519,135,5799,2413,3386,3446,2064,1382,158,2434820,102.2,1049,159.2,147,2565556,1280185,5632,2247,3386,2501,1823,678
2015. 06,665,14,3597,109424,88975,18750,1607,1342,264,4521,1929,2593,5445,2624,2821,182.1,2466661,97.1,1073,183.9,162.9,2578978,1285658,4446,1853,2593,2921,1487,1435
2015. 07,666,14,3747,111398,90468,19291,1484,1287,197,5025,2746,2279,2991,1942,1049,186.6,2498760,95.5,1103,188.6,166,2610115,1358019,5011,2732,2279,2097,1548,549
2015. 08,667,14,3468,110069,89279,18980,1645,1529,116,4906,2231,2675,6406,4395,2011,167.7,2476768,94.9,1074,168.3,161.6,2586519,1366459,4759,2084,2675,3015,1684,1331
2015. 09,668,14,3344,112151,90448,19482,1387,1342,45,5390,2603,2788,3719,2279,1441,169.6,2668301,103,1091,171.5,150.7,2811323,1241002,5149,2361,2788,3168,2080,1088
2015. 10,669,14,3312,112249,90771,19139,1632,1617,15,4940,2210,2730,4959,2745,2214,176.4,2492475,110.2,1085,178.8,153.1,2622216,1254293,4903,2174,2730,2728,1619,1109
2015. 11,670,14,3034,111161,91317,17318,1483,1249,234,5425,2870,2555,6701,3136,3566,177.8,2494810,115.2,1056,179.7,159.5,2606965,1380882,5296,2741,2555,3144,1892,1251
2015. 12,671,14,2986,113006,92633,17718,2245,1761,485,6081,2621,3461,4364,2129,2236,184.6,2658379,108.3,1056,186.8,162,2787549,1309455,5940,2494,3446,2157,1506,651
2016. 01,672,14,2896,111901,92726,16540,1758,1551,207,3957,2004,1953,5042,1831,3210,171,2575715,99.5,1050,173.3,147,2693454,1300400,3767,1814,1953,2195,1395,800
